# Reviewed whole Windows-only modules and library definitions, including RMG and Victor.
# Individual game-interface exclusions live in win_only.tsv; both lists are checked together.
file	function	signature	reason
include/rmg.h	type_artifact_def::type_artifact_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_black_box_experience_def::type_black_box_experience_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_black_box_gold_def::type_black_box_gold_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_black_box_spells_def::type_black_box_spells_def	void (int, int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_dwelling_def::type_dwelling_def	void (int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_key_tent_def::type_key_tent_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_map_dwelling_def::type_map_dwelling_def	void (int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_object::type_object	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_prison_def::type_prison_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_quest_creature_def::type_quest_creature_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_quest_experience_def::type_quest_experience_def	void (int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_quest_gold_def::type_quest_gold_def	void (int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_random_map::getMapItem	TRmgMapItem *(int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_random_map::type_random_map	void (TRmgMapItem *, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_random_map_generator::getSerializedMapVersion	int () __attribute__((thiscall)) const	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_resource_lump_def::type_resource_lump_def	void (int, int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg.h	type_scholar_def::type_scholar_def	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::getFlipX	unsigned char () __attribute__((thiscall)) const	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::getFlipY	unsigned char () __attribute__((thiscall)) const	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::getFrame	int () __attribute__((thiscall)) const	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::getTerrain	int () __attribute__((thiscall)) const	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::getTile	rmgTerrainTile () __attribute__((thiscall)) const	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::setFlipX	void (unsigned char) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::setFlipY	void (unsigned char) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::setFrame	void (int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::setInitialized	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::setTerrain	void (int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgPackedTerrainCell::TRmgPackedTerrainCell	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgTerrainFlip::TRmgTerrainFlip	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
include/rmg_terrain.h	TRmgTerrainFlip::TRmgTerrainFlip	void (unsigned char, unsigned char) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg_terrain.cpp	TRmgTerrainRule::~TRmgTerrainRule	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	clipRmgBoundaryPoint	TPoint (const TRmgZoneBounds &, TPoint, TPoint) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	insertRmgWorkItem	void (std::vector<TRmgMapPosition> &, std::vector<int> &, TRmgMapPosition, int) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	isRmgTemplateFieldSet	bool (const char *) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	readRmgTemplateZones	void (const TSpreadsheetResource *, TRmgTemplate *, int, int, int, int, int) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	TRmgTemplate::findZone	TRmgTownSlot *(int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	assignRmgTeams	void (int, int, int, const unsigned char *, char *) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	setAvailableRmgHeroes	void (std::bitset<N> *, unsigned char *, unsigned char *) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_black_box_creature_def::type_black_box_creature_def	void (int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map::getMapItem	TRmgMapItem *(TRmgMapPosition) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::buildRoadCostMap	void (TRmgMapPosition) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::connectZones	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::createRiver	void (TRmgMapPosition) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::createSubterraneanGate	unsigned char (TRmgZone *, TRmgZoneConnection *) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::drawIrregularZoneBoundary	void (TPoint, TPoint, int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::drawStraightZoneBoundary	void (TPoint, TPoint, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::initializeObjectGenerators	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::traceZoneBoundary	void (TRmgBoundaryVertex *, unsigned char) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_random_map_generator::writeMapHeader	void (TAbstractFile *) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_shrine_def::type_shrine_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_spell_scroll_def::type_spell_scroll_def	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_treasure_def::type_treasure_def	void (int, int, int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	type_witch_hut_def::type_witch_hut_def	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg_terrain.cpp	makeTerrainFlip	TRmgTerrainFlip (unsigned char, unsigned char) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg_terrain.cpp	selectTerrainTransition	int (const int *, TRmgTerrainFlip *) __attribute__((fastcall))	Complete-only RMG; no Dreamcast procedure counterpart. Retail ownership and caller/layout evidence are documented in src/rmg.cpp and src/rmg_terrain.cpp.
src/rmg.cpp	TRmgTemplate::~TRmgTemplate	void () __attribute__((thiscall))	Complete RMG template owner: retail 0x532fe0 deletes the zone-pointer elements then destroys the zones/name members; generator destruction calls it at 0x537e84 before freeing the template. No Dreamcast RMG class or compiland; src/rmg.cpp and include/rmg.h document the matching field layout.
src/rmg_support.cpp	TRmgLinePainter::setTile	void (const TRmgGridPoint &, const rmgTerrainTile &) __attribute__((thiscall))	Complete-only RMG painter. Retail vtables 0x641174/0x641190/0x6411f0/0x64120c slot 1 share 0x55edc0; the fieldwise tile copy and adapter call prove the body (src/rmg_support.cpp).
src/rmg_support.cpp	TRmgRoadLinePainter::setTile	void (const TRmgGridPoint &, const rmgTerrainTile &) __attribute__((thiscall))	Complete-only RMG road painter. Retail shares its slot-1 fieldwise tile-copy body with TRmgLinePainter at 0x55edc0 (src/rmg_support.cpp); no Dreamcast RMG counterpart.
src/rmg_terrain.cpp	TRmgTableTerrainRule::selectBaseFrame	int (int, int) __attribute__((thiscall))	Complete-only RMG table rule. Vtable 0x642cb0 slot 4 and retained 0x5b3aa0 identify the old-frame/range selector (src/rmg_terrain.cpp); no Dreamcast counterpart.
src/rmg.cpp	TRmgMapItem::TRmgMapItem	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or type procedures. Retail 0x530e90 constructs the vector at +0, zeros its pointer triplet at +4/+8/+0xc and calls clear at 0x530f10, with the matching constructor EH cleanup.
src/rmg.cpp	type_random_map::setOverlay	void (const TRmgGridPoint &, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or type procedures. Retail vtable 0x6409cc slot 2 points to 0x532200: indexes 0x30-byte cells by y*width+x and replaces the eight-bit frame at bits 6..13 of +0x24; ret 8 confirms the two arguments.
src/rmg.cpp	type_random_map::getTile	rmgTerrainTile (const TRmgGridPoint &) __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or type procedures. Retail vtable 0x6409cc slot 4 points to 0x532260: extracts terrain/frame from cell +0x24 and flip bits 15/16 from +0x28 into the hidden three-dword result.
src/rmg_terrain.cpp	TRmgPatternTerrainRule::selectBaseFrame	int (int, int) __attribute__((thiscall))	Complete-only RMG terrain rule; no Dreamcast RMG compiland or type procedures. Retail vtable 0x642c98 slot 4 points to 0x5b3890: preserves zero-tagged old entries, otherwise selects the primary/secondary range using strength*value/8 and rand, then returns an index within that range.
src/rmg_terrain.cpp	TRmgPatternTerrainRule::selectTransitionFrame	int (int, TRmgTerrainFlip, TRmgTerrainFlip &, int) __attribute__((thiscall))	Complete-only RMG terrain rule; no Dreamcast RMG compiland or type procedures. Retail vtable 0x642c98 slot 5 points to 0x5b38f0: preserves an old entry with the requested transition or samples its range, copies the two-byte requested flip to the output, and returns with ret 0x10.
src/rmg_terrain.cpp	operator<	bool (const TRmgCoordinatePoint<Coordinate> &, const TRmgCoordinatePoint<Coordinate> &) __attribute__((fastcall))	Complete RMG terrain point comparison has no Dreamcast procedure counterpart; TRmgGridPoint is a provisional name for the two-unsigned-dword coordinate record. Retail 0x5b8ca0 takes point addresses in ECX/EDX, first compares their +4 y fields at 0x5b8ca7 using unsigned jb, then compares x only when y is equal at 0x5b8cb1. It returns zero or one with plain ret. The retained free comparator sits in the rmg_terrain.cpp set-support cluster and is called by terrain painting at 0x5b4e96; it is not a copied STL tree implementation. Generic coordinate ownership is a Complete/x86 inference: the unsigned specialization preserves the retained constructor/comparator ABI and restores the tree insertion exception frame without inline or throw specifications.
src/rmg_support.cpp	TRmgVector::length	int () __attribute__((thiscall)) const	Complete RMG geometry has no Dreamcast procedure counterpart; TRmgVector and the point type names remain provisional. Retail 0x5fceb0 is the retained vector-length member used by the irregular zone-boundary painter. It squares both signed integer components at 0x5fcebd/0x5fcec2, adds them at 0x5fcec5, converts the integer sum with fild at 0x5fceca, calls sqrt at 0x5fced8 and the floating-to-integer conversion at 0x5fcee0, then returns without popping arguments. The ordinary support body is in rmg_support.cpp; it is not a header inline inferred from its first emitter.
src/rmg.cpp	TRmgVector::operator+	TRmgVector (TRmgVector) __attribute__((thiscall)) const	Complete RMG geometry has no Dreamcast procedure counterpart; TRmgVector and the point type names remain provisional. Retail circumcenter builder 0x5fdb40 calls this ordinary member addition at 0x5fdc49. Body 0x5fdcb0 reads the two receiver dwords through ECX and the by-value vector through stack +0xc/+0x10, adds each component, writes the eight-byte hidden result through stack +8, and returns with ret 0xc. It belongs with the other arithmetic bodies in rmg.cpp, in retained address order.
src/rmg.cpp	TRmgVector::operator*	TRmgVector (int) __attribute__((thiscall)) const	Complete RMG geometry has no Dreamcast procedure counterpart; TRmgVector and the point type names remain provisional. Retail circumcenter builder 0x5fdb40 calls this ordinary member scaling operation at 0x5fdc2f. Body 0x5fdcd0 multiplies both receiver components by the single scalar at stack +0xc, writes the eight-byte hidden result through stack +8, and returns with ret 8. It belongs in the rmg.cpp arithmetic cluster.
src/rmg.cpp	TRmgVector::operator/	TRmgVector (int) __attribute__((thiscall)) const	Complete RMG geometry has no Dreamcast procedure counterpart; TRmgVector and the point type names remain provisional. Retail circumcenter builder 0x5fdb40 calls this ordinary member division at 0x5fdc36 and 0x5fdc50. Body 0x5fdcf0 uses cdq/idiv separately for both signed components with the divisor at stack +0xc, writes the eight-byte hidden result through stack +8, and returns with ret 8. It belongs in the rmg.cpp arithmetic cluster.
src/rmg.cpp	operator+	TPoint (TPoint, TRmgVector) __attribute__((fastcall))	Complete RMG geometry has no Dreamcast procedure counterpart; TRmgVector and the point type names remain provisional. Retail circumcenter builder 0x5fdb40 calls free point translation at 0x5fdc64. Body 0x5fdd20 receives the result pointer in ECX and two eight-byte values on the stack, adds corresponding components, writes the result and returns with ret 0x10. This differs from the adjacent member vector addition ABI and remains an ordinary free body in rmg.cpp.
src/rmg.cpp	operator-	TRmgVector (TPoint, TPoint) __attribute__((fastcall))	Complete RMG geometry has no Dreamcast procedure counterpart; TRmgVector and the point type names remain provisional. Retail circumcenter builder 0x5fdb40 calls free point subtraction at 0x5fdbd8 and 0x5fdbf5. Body 0x5fdd40 receives the result pointer in ECX and two eight-byte points on the stack, subtracts right coordinates from left coordinates, writes the displacement result and returns with ret 0x10. This ordinary free body follows translation in the rmg.cpp arithmetic cluster.
src/rmg_terrain.cpp	TRmgPatternTerrainRule::hasEntries	unsigned char () __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Vtable 0x642c98 slot 1 points to 0x5b3840/0xc. The nullary member loads the unsigned count at this+0x20, compares it against zero with cmp/sbb/neg, and returns its nonzero predicate. This is the secondary range count built by the pattern constructor 0x5b3780. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	TRmgPatternTerrainRule::isSpecialFrame	unsigned char (int) __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Vtable 0x642c98 slot 2 points to 0x5b3860/0x11. The member loads the entry-array pointer at this+0x10 and returns its index*8+4 byte (0x5b3869), with ret 4. Pattern constructor 0x5b3780 stores the supplied entry pointer at this+0x10 (0x5b37a2) and builds ranges over eight-byte records. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	TRmgPatternTerrainRule::getEntry	int (int) __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Vtable 0x642c98 slot 3 points to 0x5b3880/0x10. The member loads the entry-array pointer at this+0x10 and returns its index*8 first dword (0x5b3889), with ret 4. This is the frame/transition tag tested by the independently retained selectBaseFrame and selectTransitionFrame slots. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	TRmgTableTerrainRule::TRmgTableTerrainRule	void () __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Static initializer 0x5b3da0 supplies object 0x6a48c8 in ECX and calls the nullary constructor at 0x5b3da5. Its retained 0x5b3a20/0x11 body clears inherited bytes +4/+5 (0x5b3a24/0x5b3a27), installs concrete vtable 0x642cb0 at 0x5b3a2a, and returns this in EAX. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	TRmgTableTerrainRule::hasEntries	unsigned char () __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Vtable 0x642cb0 slot 1 points to the retained 0x5b3a40/3 body: xor al,al; ret. The constructor 0x5b3a20 installs this concrete table-rule vtable; the no-argument member reports no secondary entries. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	TRmgTableTerrainRule::getEntry	int (int) __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Vtable 0x642cb0 slot 3 points to 0x5b3a80/0x11. Its one-argument member loads the first dword of fixed eight-byte entry index at 0x6424a8 (0x5b3a86) and returns with ret 4. The fixed-table selectBaseFrame slot 0x5b3aa0 consumes the same entry tags. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	rmgTerrainPainter::initializePackedCell	void (const TRmgGridPoint &, unsigned int) __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Retained 0x5b3dd0/0x6f receives a grid-point reference and cell index with ret 8. It loads adapter this+0, calls adapter vtable slot 4 at 0x5b3de7 with a twelve-byte return buffer, and uses packed-vector begin at this+0x38 plus index*2. Terrain/frame masks 0xf/0x7f and the two flip bits are packed into one word while preserving upper bits via mask 0xc001 at 0x5b3e28; bit zero is set at 0x5b3e30. The same adapter-read/cache-fill operation is expanded in retained getPackedCell 0x5b48d0. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	rmgTerrainPainter::getPackedCell	TRmgPackedTerrainCell *(const TRmgGridPoint &) __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Retained 0x5b48d0/0x8d computes (point.y*this.width+point.x)*2 at 0x5b48dd..0x5b48e8 using this+0xc width and this+0x38 packed-vector begin. It tests cache-valid bit zero at 0x5b48ee; on a miss it calls adapter slot 4 at 0x5b48fe and expands the same packed-cell initialization as 0x5b3dd0. It returns the indexed two-byte cell pointer at 0x5b4950..0x5b495a with ret 4. Type/method spellings are provisional retail roles.
src/rmg_terrain.cpp	TRmgTerrainBrush::paintRectangle	void (unsigned int, unsigned int, unsigned int, unsigned int) __attribute__((thiscall))	Complete-only random-map terrain support; no Dreamcast RMG compiland or corresponding class procedures. Retained 0x5b7690/0x1f loads the owned painter pointer from the Dinkumware auto_ptr at brush+4 (0x5b7699), forwards all four stack dwords unchanged in order, and calls painter paintRectangle 0x5b4960 at 0x5b76a6. The wrapper returns with ret 0x10, independently fixing this four-argument member boundary. Type/method spellings are provisional retail roles.
