# Reviewed game-source exclusions, keyed by exact DC source identity.
# Compiler-generated and external-library exclusions live in dc_only_generated.tsv.
file	function	line	reason
h3/dc_precompiledheaders.cpp	_beginthreadex	164	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	strnicmp	171	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	strrev	194	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	_fullpath	210	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	strrchr	225	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	read	230	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	_write	235	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	getcwd	240	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	DCfopen	359	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	DCfclose	395	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	DCfseek	407	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	DCftell	412	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	DCfread	417	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	itoa	451	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	dreamprintf	456	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	gzrewind@4	472	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	gzwrite@12	499	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	crc32@12	531	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	pcxinfo	539	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	allocimage	544	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	loadpcx	550	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	freeimage	556	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	flipimage	560	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	savepcx	565	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	BinkDDSurfaceType	571	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackToBuffer	576	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackToBufferRect	581	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	BinkGetRects	586	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackOpen	591	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackUseMMX	596	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackVolumePan	601	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackDoFrame	605	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackGoto	610	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackNextFrame	614	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackWait	618	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackClose	623	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	BinkPause	627	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	BinkSetSoundSystem	708	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	BinkOpenMiles	713	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/dc_precompiledheaders.cpp	SmackSoundUseMSS	719	Dreamcast h3/DC_precompiledheaders.cpp platform shim; Complete uses Windows/CRT or the original external library implementation.
h3/ds_engine.cpp	PlaySample	34	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	PlayStream	138	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	dsound::InitDS	283	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	dsound::InitWin	292	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	dsound::ReleaseDS	304	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::wavfile	316	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::~wavfile	321	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::Close	326	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::wavfile	335	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::Reset	341	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::GetName	352	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::Open	357	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::OpenFile	366	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::OpenOffset	384	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::FileOffset	469	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::CopyData	474	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::Format	507	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::Length	512	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	wavfile::Valid	517	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::CreateSoundBuffer	523	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::ds_genericsample	564	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::GetName	573	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::SetName	578	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::ds_genericsample	584	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::ds_genericsample	613	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::~ds_genericsample	633	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::IsClone	652	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Silence	657	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::SetData	685	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::SetData	724	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Init	752	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::SetupSoundBuffer	785	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::RemoveSoundBuffer	813	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::ThreadStart	824	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::ThreadEnd	833	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::SetVolume	850	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::GetVolume	864	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::PlayWait	869	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Wait	885	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_memsample::Play	893	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Pause	961	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Stop	977	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Playing	1003	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_genericsample::Paused	1008	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_memsample::ds_memsample	1013	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_memsample::ds_memsample	1018	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_streamsample::ds_streamsample	1023	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_streamsample::Play	1031	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_streamsample::SetupNotifications	1077	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_streamsample::SetupPlayback	1100	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::ds_engine	1116	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::~ds_engine	1125	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::Init	1138	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::LoadIndex	1144	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::LoadPlaySample	1195	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::PlaySample	1224	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::CountChannels	1230	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::ClearChannel	1235	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::ClearChannels	1255	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::ChannelFree	1263	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::PlaySample	1283	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::ClearCache	1311	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
h3/ds_engine.cpp	ds_engine::ClearTrash	1317	Platform backend: WinCE/DirectSound implementation in h3/ds_engine.cpp. Complete uses the Miles/AIL backend in src/soundmgr.cpp (Open 0x5997d0 and its AIL import calls); src/ds_engine.cpp documents the exhausted retail link-order bracket. No corresponding authored Windows driver body.
