# Reviewed Windows-only interfaces requiring individual source review.
# Whole Windows-only modules and libraries live in win_only_modules.tsv.
file	function	signature	reason
src/customcampaign.cpp	TCampaignBuildingBonus::isBuildingBonus	bool () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da60; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignBuildingBonus::read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063da60; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignBuildingBonus::setTown	void (int) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063da60; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignCreatureBonus::apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da80; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignCreatureBonus::getIconDefName	const char *() __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da80; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignCreatureBonus::getIconIndex	int () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da80; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignCreatureBonus::getText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da80; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignCreatureBonus::read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063da80; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignPrimarySkillBonus::apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da00; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignPrimarySkillBonus::getIconDefName	const char *() __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da00; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignPrimarySkillBonus::getIconIndex	int () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da00; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignPrimarySkillBonus::getText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da00; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignPrimarySkillBonus::read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063da00; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignResourceBonus::apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9c0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignResourceBonus::getIconDefName	const char *() __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9c0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignResourceBonus::getIconIndex	int () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9c0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignResourceBonus::getText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9c0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignResourceBonus::read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063d9c0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSecondarySkillBonus::apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9e0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSecondarySkillBonus::getIconDefName	const char *() __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9e0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSecondarySkillBonus::getIconIndex	int () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9e0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSecondarySkillBonus::getText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063d9e0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSecondarySkillBonus::read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063d9e0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::getIconDefName	const char *() __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::getText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellScrollBonus::apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da20; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellScrollBonus::getText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da20; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/seerhut.cpp	type_artifact_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::getAIValue	int (int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::getQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::getRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::loadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::setDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::takePayment	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::isSatisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::type_artifact_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::type_artifact_quest	void (unsigned char, TArtifact, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::getQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::getRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::loadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::setDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::isSatisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::questType	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::type_be_hero_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::getQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::getRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::setDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::isSatisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::questType	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::type_belong_to_player_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::getAIValue	int (int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::getQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::getRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::loadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::setDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::takePayment	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::isSatisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::type_creature_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::getQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::getRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::notifyHeroDefeated	void (int, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::setDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::isSatisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::questType	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::type_defeat_hero_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::getQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::getRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::loadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::setDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::isSatisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::type_experience_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::doProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::doProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
